Treatment,Country,Sample_ID,Richness,Chao1,ACE,Shannon,InvSimpson,pielou,CropRichness,tillage_no_times,tillage_depth_max_cm,fertilizer_min_app_no,fertilizer_min_N_amount,fertilizer_org_app_no,fertilizer_organic_N_tot_amount,fertilizer_organic_N_min_amount,herb_no_app,fung_no_app,insect_no_app,Sample_No,MI,Axis.1,Axis.2,Lat,Long,Aboveground_biomass,Grain_biomass,Phytometer.shoots,Phytometer.roots,Total,Sand,Silt,Clay,CEC,MWD,C_tot_.,C_tot_mg,N_tot_.,N_tot_mg,P_tot_mg,P_Olsen,pH,Humus_.,Organic_C_.,CaCO3_.,C_microbial,N_microbial,P_resin,P_microbial,basal_respiration,C_org_mg,mean.BD..g.cm3.,mean.ad..g.cm3.,moisture
Arable,Switzerland,CH16,9,9.5,10.8531821,0.508843645,1.240702806,0.231584723,9,2,27,2,63,1,279.5,169.85,1,0,0,88,0.474109308,-0.064159021,0.048863372,47.32712,9.4002,NA,NA,2.78,1.46,4.24,27.82,43.6,25.9,17.15,NA,25.48,254800,0.192,1920,967.85,37.62,6.24,2.68,1.56,0.1,523.086,76.927,19.97825398,25.48368348,0.513125,15600,0.982135925,0.951069636,0.219798264
Arable,Switzerland,CH18,3,3,3,0.733664869,1.837476099,0.667810543,9,4,15,0,0,1,272.09,141.2775,0,0,0,90,0.443590119,-0.063243369,0.046053909,47.5,8.75,14454,6823,3.48,1.76,5.24,39.89,32.2,25.4,25.05,NA,25.4,254000,0.243,2430,1151.03,39.02,7.36,2.51,1.45,0.7,704.668,109.688,20.73890396,25.39734091,0.7850625,14500,0.949742915,0.90488439,0.152542373
Arable,Switzerland,CH19,7,7,7,1.318819632,2.533534288,0.677739223,9,2,22,5,112.5,1,58.5,35.25,1,1,0,91,0.465658989,-0.133330349,0.13663528,47.18777,8.42846,14317,6071,2.66,1.61,4.27,22.76,32.9,39.7,41.79,NA,32.1,321000,0.378,3780,1390.46,35.11,7.05,4.64,2.69,0.7,1048.187,142.66,16.77839032,32.10172408,0.890895833,26900,0.84057291,0.835462414,0.281168205
Arable,Switzerland,CH21,17,17.75,18.27272727,2.34407328,7.143911439,0.827355019,14,4,18,0,0,3,279,140,0,0,0,93,0.472397095,-0.094086436,0.086993765,47.10862,8.17254,NA,NA,2.69,1.61,4.3,30.82,38.3,27.1,24.9,NA,48.83,488300,0.308,3080,1348.76,35.17,7.17,3.78,2.19,0.3,1012.306,159.395,14.34533306,48.82609812,0.801416667,21900,0.983859383,0.942556645,0.294117647
Arable,Switzerland,CH22,1,1,NA,0,1,NA,8,2,10,4,137.75,0,0,0,1,2,1,94,0.586604707,-0.143149587,0.155673018,47.5,8.75,15086,6860,4.81,2.35,7.16,39.05,30.6,27.4,21.86,NA,30.39,303900,0.24,2400,1121.33,83.13,7.79,2.95,1.71,4.5,747.684,109.525,44.72710943,30.39086517,1.1538125,17100,0.861762251,0.794827075,0.136363636
Arable,Switzerland,CH24,5,5.333333333,6.925925926,1.414279065,3.457142857,0.87874099,5,3,20,0,0,2,98,58,0,0,0,96,0.349255133,-0.110597391,0.099343184,47.1121,8.17744,NA,NA,3.14,1.49,4.63,27.79,30.3,37.3,28.69,NA,51.96,519600,0.4,4000,1139.35,13.79,7.2,4.61,2.67,0.7,1397.396,236.562,3.867594738,51.95964654,1.072770833,26700,0.94758809,0.91766798,0.309278351
Arable,Switzerland,CH25,4,4,4.545189504,0.876645232,1.840375587,0.632365865,8,2,18,2,82.5,1,68.25,41.125,1,1,1,97,0.571152775,-0.111151231,0.095278344,47.5,8.75,16019,7443,2.85,1.88,4.73,30.43,34.8,30.6,29.69,NA,45.85,458500,0.303,3030,1251.49,68.96,7.61,4.17,2.42,6.7,1080.799,167.962,36.18538631,45.84545455,1.098916667,24200,0.788554175,0.760665135,0.2
Arable,Switzerland,CH27,3,3,3,0.77308285,2.045196345,0.703690336,6,2,20,0,0,2,39,24,0,0,0,99,0.232280809,-0.049796829,0.03403417,47.22232,8.04144,14403,5759,2.76,2.13,4.89,35.38,35.7,24.6,25.9,NA,29,290000,0.261,2610,779.67,19.91,6.61,4.32,2.5,0.1,636.078,98.429,11.59273835,28.99947465,0.635791667,25000,1.015992358,1.000897407,0.20212766
Arable,Switzerland,CH28,2,2,2,0.474139313,1.423529412,0.684038436,11,2,20,2,83.25,1,48.75,29.375,2,1,0,100,0.487712038,-0.051262329,0.037097173,47.10017,8.18855,12047,6996,2.17,0.61,2.78,65.91,23.7,8.6,11.71,NA,18.17,181700,0.124,1240,802.84,30.21,7.82,1.79,1.04,9.7,496.405,96.691,12.64066753,18.17122889,0.605895833,10400,1.165832143,1.165832143,0.158415842
Arable,Switzerland,CH30,3,3,4.102040816,0.792489105,1.967479675,0.72135467,21,3,15,0,0,2,109,66,0,0,0,102,0.304402822,-0.033012827,0.018950903,47.2351,8.11843,NA,NA,3.05,2.55,5.6,35.02,41.5,21.2,15.43,NA,26.55,265500,0.2,2000,932.88,39.66,6.57,2.28,1.32,0.1,532.941,89.33,21.13548982,26.54828273,0.565833333,13200,1.169264151,1.121076809,0.132653061
Arable,Switzerland,CH31,2,2,2,0.376770161,1.28,0.543564443,5,1,10,1,85.25,2,NA,NA,1,2,0,103,NA,-0.079613444,0.064040536,47.10571,8.19356,19636,8481,4.06,2.26,6.32,33.65,36.7,24.5,26.55,NA,35.63,356300,0.412,4120,1502.26,60.37,6.7,5.15,2.99,0.3,1243.125,208.617,25.03514756,35.62929324,0.826416667,29900,1.00870649,1.00870649,0.308641975
Arable,Switzerland,CH33,3,3,3.5,1.004242473,2.578947368,0.914100892,9,6,10,0,0,2,136,106,0,0,0,105,0.572803855,-0.01577022,-4.17E-04,47.2728,8.30359,NA,NA,2.08,1.57,3.65,28.27,38.2,30.8,21.91,NA,16.32,163200,0.217,2170,731.58,17.09,7.24,2.73,1.58,0.2,498.923,78.286,10.09346658,16.32190283,0.4528125,15800,1.306935293,1.231962767,0.182795699
Arable,Switzerland,CH34,2,2,3,0.636514168,1.8,0.918295834,8,2,20,3,126.18,1,NA,NA,1,2,1,106,NA,-0.070794807,0.047847879,47.23487,8.11861,NA,NA,2.37,1,3.37,35.17,44,18.4,16.03,NA,11.93,119300,0.202,2020,903.36,46.93,6.94,2.43,1.41,0.2,395.154,50.488,33.12365248,11.93096259,0.356770833,14100,1.091699092,0.981391338,0.157303371
Arable,Switzerland,CH36,0,0,NA,0,Inf,0,11,3,17,0,0,3,117,74,0,0,0,108,0.328370887,-0.051021084,0.040975785,47.24805,8.6891,NA,NA,2.49,0.91,3.4,37.5,40.7,19.5,15.14,NA,24.94,249400,0.162,1620,473.79,10.36,7.18,2.3,1.33,0.3,468.317,78.653,6.406747562,24.94117647,0.613333333,13300,1.236765623,1.168537237,0.139784946
Arable,Switzerland,CH37,3,3,3,1.098612289,3,1,11,2,22,3,156.35,0,0,0,1,2,1,109,0.714591854,-0.089319732,0.073662715,47.23681,8.13711,19015,9485,2.71,4.01,6.72,56.32,26.4,14.7,14.88,NA,18.62,186200,0.195,1950,1144.18,63.21,7.18,2.58,1.5,0.3,485.521,77.061,41.22671721,18.62208076,0.390079167,15000,1.092148496,0.992806916,0.134831461
Arable,Switzerland,CH39,9,9,9.524351388,2.02481609,6.339130435,0.921533516,14,4,20,0,0,2,160,120,0,0,0,111,0.481297309,-0.01974664,-0.011698602,47.25465,8.1538,11359,4405,1.82,1.21,3.03,37.56,43.1,17.4,14.07,NA,15.38,153800,0.171,1710,912.68,41.68,6.72,1.94,1.13,0.2,447.927,77.721,27.00651466,15.38080495,0.43,11300,1.156593291,1.111546426,0.210526316
Arable,Switzerland,CH40,5,5,5.461805556,1.479132807,3.930232558,0.919036886,13,2,15,5,145.7,0,0,0,2,0,0,112,0.369850927,-0.006787684,0.004939468,47.23418,8.14152,17652,9305,2.74,2.32,5.06,56.17,29,12.9,13.24,NA,6.11,61100,0.164,1640,926.05,45.4,7.04,1.93,1.12,0.2,397.601,56.403,41.18693971,6.107750314,0.4375,11200,1.189524733,1.07680404,0.096774194
Arable,Switzerland,CH42,16,16.5,18.13275644,2.260839716,6.343283582,0.815425562,10,4,20,0,0,2,176,84,0,0,0,114,0.461924357,-0.062753588,0.051206861,47.2503,8.1058,NA,NA,2.78,1.09,3.87,40.53,38.4,19.1,13.07,NA,21.86,218600,0.165,1650,897.66,58.18,6.6,1.97,1.14,0.2,602.388,96.598,42.15023589,21.85757012,0.753645833,11400,1.230950086,1.207516585,0.168539326
Arable,Switzerland,CH43,14,14.125,15,1.377756998,2.33150638,0.522064065,10,2,23,0,0,2,328,246,1,0,0,115,0.441859887,0.008107261,0.003933605,47.26919,8.16119,NA,NA,2.7,1.94,4.64,39.3,39.6,18.8,15.1,NA,10.86,108600,0.187,1870,950.97,55.78,6.85,2.3,1.33,0.3,394.1,67.959,43.02626051,10.85820433,0.413229167,13300,1.022186095,0.958526279,0.245454545
Arable,Switzerland,CH45,15,16.5,18.16038026,2.277342222,7.043478261,0.840952735,5,5,15,0,0,1,100,75,0,0,0,117,0.506601355,-0.07000272,0.052975103,47.25673,8.12742,NA,NA,3.71,1.35,5.06,22.44,33.7,38.1,36.92,NA,33.86,338600,0.471,4710,1690.23,96.33,7.86,5.76,3.34,9.4,1275.747,191.136,48.28306231,33.86153846,1.2809375,33400,0.802737387,0.712585817,0.291666667
Arable,Switzerland,CH46,9,9,9,1.921603305,5.785714286,0.874559353,8,2,23,0,0,2,328,246,1,0,0,118,0.441859887,-0.062473907,0.05695495,47.27135,8.16309,17365,9337,2.65,2.34,4.99,35.96,46.7,15.3,14.21,NA,18.78,187800,0.2,2000,1012.14,39.21,6.31,2.04,1.18,0.3,477.381,74.332,23.34097926,18.77773839,0.5253125,11800,1.035959335,0.971742375,0.252747253
Arable,Switzerland,CH48,3,3,3,1.090059659,2.951219512,0.992215061,14,4,NA,0,0,2,204,164,0,0,0,120,NA,-0.064740116,0.049546212,47.23968,8.34712,16015,6535,2.9,2.46,5.36,38.88,36.2,21.7,20.7,NA,26.39,263900,0.255,2550,997.07,39.3,7.87,3.22,1.87,14.3,752.877,124.185,15.0290987,26.38611738,0.712708333,18700,1.099220516,1.071911286,0.248120301
Arable,Switzerland,CH49,2,3,NA,0.693147181,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,-0.137588461,0.173195821,47.25326,8.869,20536,8574,2.36,1.11,3.47,19.62,56,21.4,18.94,NA,13.91,139100,0.217,2170,1011.41,59.58,7.3,2.98,1.73,0.5,634.961,99.188,26.66474007,13.91061453,0.579583333,17300,1.153846656,1.121102289,0.25
Arable,Switzerland,CH51,19,19.11111111,19.77171502,2.722628192,12.10601719,0.924667895,9,4,17,0,0,2,127,76,0,0,0,123,0.42812481,-0.123691696,0.152655861,47.23526,8.35532,14651,6148,3.23,2.43,5.66,50.28,30.7,16.4,15.11,NA,21.82,218200,0.188,1880,940.08,44.36,6.76,2.62,1.52,0.5,610.818,98.21,31.18244841,21.81796299,0.677291667,15200,1.095675042,1.064303236,0.24137931
Arable,Switzerland,CH52,0,0,NA,0,Inf,0,12,2,20,2,134,1,195,117.5,1,3,0,124,0.674832994,-0.049539221,0.055693511,47.2599,8.2409,21879,11104,2.38,1.77,4.15,48.04,34,15.9,12.84,NA,16.54,165400,0.152,1520,575.83,20.35,6.46,2.06,1.19,0.1,431.721,65.143,11.45003261,16.54126045,0.341,11900,1.319697925,1.298985428,0.1953125
Arable,Switzerland,CH54,1,1,1,0,1,NA,17,2,22,0,0,2,171,106,0,0,0,126,0.296071053,-0.014022143,0.010715762,47.19723,8.45037,NA,NA,3.84,1.94,5.78,45.39,35.4,16.1,15.72,NA,31.53,315300,0.233,2330,887.53,7.1,6.12,3.11,1.8,0.1,638.089,98.788,4.947324129,31.5302391,0.542291667,18000,0.957532755,0.887232531,0.222222222
Arable,Switzerland,CH55,0,0,NA,0,Inf,0,NA,4,25,3,135,0,0,0,3,0,0,127,0.720381069,0.032045657,-0.041159548,46.3987,6.233016,NA,3407.5,1.95,1.14,3.09,18.36,50.4,29.1,16.2,NA,11.87,118700,0.172,1720,864.96,24.76,6.24,2.14,1.24,0.1,370.022,52.026,14.17757655,11.86829932,0.378,12400,1.13547752,1.125480788,0.183673469
Arable,Switzerland,CH57,1,1,1,0,1,NA,NA,3,25,4,250,0,0,0,6,0,0,129,0.865443525,-0.086674357,0.085124803,46.3987,6.233016,11350,6800,2.33,0.99,3.32,31.14,43.6,22.4,15.81,NA,12.09,120900,0.196,1960,886.36,25.7,7.4,2.86,1.66,0.6,447.914,76.318,14.15025997,12.08514803,0.496145833,16600,1.173365726,1.161799775,0.204918033
Arable,Germany,CH58,3,3,3,0.950270539,2.272727273,0.864973521,1,2,24,0,0,1,78,47,0,0,0,130,0.283983902,-0.056448271,0.040809433,48.08642,10.41639,NA,NA,2.3,1.88,4.18,10.46,48.9,35.4,33.17,NA,18.01,180100,0.378,3780,566.15,20.38,7.91,5.24,3.04,21.1,722.146,100.194,4.799088846,18.01283422,0.9409375,30400,0.998968468,0.998968468,0.235294118
Arable,Germany,CH59,1,1,NA,0,1,NA,3,4,18,0,0,2,140,84,0,0,0,131,0.442261392,0.010611187,0.012695253,48.19417,10.37494,NA,NA,3.28,1.88,5.16,58.27,15.6,22.5,21.47,NA,21.04,210400,0.287,2870,918.23,23.06,6.25,3.63,2.1,0.2,542.371,80.113,10.37366559,21.04492116,0.676979167,21000,1.140964598,1.140964598,0.231481481
Arable,Germany,CH60,4,4,4,1.354581075,3.753246753,0.9771237,15,5,20,0,0,0,0,0,0,0,0,132,0.515398451,-0.076243922,0.04681714,48.11282,10.43511,NA,NA,3.02,1.24,4.26,8,50.1,37.8,29.22,NA,13.56,135600,0.331,3310,544.19,14.96,8.06,4.1,2.38,28.5,691.646,98.154,1.631081389,13.56309175,0.812916667,23800,0.890034048,0.882552357,0.351948052
Arable,Germany,CH61,15,15.6,17.1824049,2.291158308,7.464163823,0.846054592,17,4,12,0,0,1,35.1,21.15,0,0,0,133,0.349450553,0.068273489,0.040132299,48.01373,10.4564,NA,NA,2.11,1.12,3.23,18.51,61,18.7,12.77,NA,17.39,173900,0.127,1270,768.05,38,6.12,1.79,1.04,0.3,334.464,51.476,17.91160689,17.39022484,0.387083333,10400,1.148406047,1.148406047,0.269303998
Arable,Germany,CH62,4,4,4.5,1.273028337,3.24,0.918295834,18,5,25,0,0,0,0,0,0,0,0,134,0.564555862,-0.026902784,0.00222198,48.3742,12.49634,NA,NA,2,1.08,3.08,22.6,52,23,18.1,NA,14.78,147800,0.176,1760,847.25,46.14,7.18,2.4,1.39,0.3,472.314,70.651,32.71652611,14.77865189,0.672,13900,1.150690875,1.150690875,0.113333333
Arable,Germany,CH63,29,29,29,3.098029349,16.93414044,0.920034801,10,3,28,0,0,1,50,26,0,0,0,135,0.410686591,-0.033593272,-0.012163446,48.39559,12.46736,NA,NA,1.84,1.08,2.92,11.09,53.9,33.1,20.27,NA,8.76,87600,0.143,1430,457.08,9.8,7.43,1.91,1.11,0.6,339.993,45.851,6.056682916,8.763320942,0.4678125,11100,1.200461172,1.200461172,0.126865672
Arable,Germany,CH64,23,23,23.29870631,2.729733902,11.04240052,0.870591273,7,5,22,0,0,1,25,NA,0,0,0,136,NA,-0.053796242,-0.012521609,48.38856,12.54012,NA,NA,1.82,1.03,2.85,18.34,59,20.6,15.42,NA,5.55,55500,0.142,1420,809.63,70.55,6.98,2.06,1.19,0.6,334.904,52.348,52.86574459,5.545263374,0.343125,11900,1.270759274,1.270759274,0.126865672
Arable,Germany,CH65,9,9.5,11.4,1.670715591,3.328767123,0.760375434,9,3,10,0,0,0,0,0,0,0,0,137,0.219728332,-0.016534073,-0.025239714,48.45122,12.49452,NA,NA,2.31,1.47,3.78,30.82,47.8,19.7,12.66,NA,6.28,62800,0.128,1280,659.78,89.99,6.96,1.68,0.98,0.3,298.618,42.774,47.56644341,6.278128951,0.358,9800,1.333792271,1.333792271,0.083333333
Arable,Germany,CH66,24,24,24.40587774,2.940316317,15.89026549,0.925193994,10,1,25,2,185,0,0,0,1,2,1,138,0.660826295,-0.046573893,0.018106042,48.08834,10.45663,NA,NA,2.26,1.76,4.02,34.4,37.2,26.2,20.36,NA,9.87,98700,0.164,1640,735.69,43.93,7.79,2.2,1.28,4.6,371.311,58.247,21.44980726,9.871972318,0.4925,12800,1.219799135,1.219799135,0.125
Arable,Germany,CH67,8,9,9.662337662,1.053177818,1.8375,0.506471472,16,0,28,2,135,1,80,60,1,2,0,139,0.537899834,-0.032876378,-0.012708915,48.9564,10.45672,NA,NA,2.53,1.65,4.18,34.74,38,24.6,18.87,NA,11.7,117000,0.189,1890,893.98,96.4,7.68,2.66,1.54,0.7,471.721,79.975,48.82427761,11.70183563,0.5975,15400,1.252769036,1.252769036,0.129533679
Arable,Germany,CH68,3,3.5,6,1.039720771,2.666666667,0.94639463,7,2,24,3,156.06,2,136,102,1,3,1,140,0.875491388,-0.068521566,0.016334126,48.09583,10.43752,NA,NA,3,1.65,4.65,36.58,37,23.7,17.48,NA,14.86,148600,0.2,2000,615.52,36.21,7.33,2.72,1.58,0.4,443.059,76.428,22.24727747,14.86084142,0.421875,15800,1.164559447,1.149627084,0.106796117
Arable,Germany,CH69,3,4,6.666666667,0.950270539,2.272727273,0.864973521,5,2,12,4,189,0,0,0,1,3,1,141,0.720349821,-0.071670886,-5.39E-05,48.12433,10.4672,NA,NA,2.46,1.38,3.84,31.52,43.3,23.6,15.86,NA,10.57,105700,0.143,1430,559.7,33.32,7.49,1.58,0.92,0.4,306.308,47.581,16.31568638,10.56813203,0.3675,9200,1.245780861,1.245780861,0.097560976
Arable,Germany,CH70,0,0,NA,0,Inf,0,7,2,25,1,124.8,1,100,75,1,3,1,142,0.853970977,-0.079299055,0.040288514,48.36701,12.36538,NA,NA,2.11,1.27,3.38,14.8,59.4,23.5,17.45,NA,13.37,133700,0.174,1740,684.91,28.81,7.48,2.3,1.34,0.4,455.533,69.62,14.35172876,13.37456019,0.491979167,13400,1.250801244,1.250801244,0.132743363
Arable,Germany,CH71,0,0,NA,0,Inf,0,7,1,12,2,77.28,1,56,42,2,1,0,143,0.313963837,-0.060757392,-0.006488448,48.38677,12.50414,NA,NA,1.82,0.72,2.54,14.62,58.9,24.2,17.34,NA,16.35,163500,0.165,1650,964.27,85.4,7.13,2.28,1.32,0.2,357.311,49.925,53.96664683,16.35224668,0.423541667,13200,1.254909988,1.254909988,0.112299465
Arable,Germany,CH72,17,17.14285714,18.03185165,2.540233033,9.714285714,0.896590805,4,2,33,3,173.5,1,97.5,59.25,1,2,0,144,0.706049586,-0.038765531,-0.02112791,48.38563,12.50077,NA,NA,5.22,3.4,8.62,19.3,43,32.9,36.42,NA,13.8,138000,0.378,3780,1346.22,118.02,7.02,4.8,2.78,0.3,755.373,104.398,64.32930411,13.79907834,0.572395833,27800,0.995833197,0.991426433,0.225806452
Arable,Germany,CH73,2,2,3.12,0.450561209,1.384615385,0.650022422,18,2,28,2,100,1,120,90,1,2,0,145,0.633886794,-0.02613623,-0.001623195,48.3854,12.47405,NA,NA,1.93,0.8,2.73,7.98,59.5,30.8,16.79,NA,6.85,68500,0.14,1400,573.14,28.7,8.03,1.72,1,11.2,400.456,64.41,13.16238547,6.853580612,0.542083333,10000,1.311309407,1.311309407,0.12195122
Arable,Germany,GE13,4,4,4.75462963,1.156987644,2.682539683,0.834590168,4,2,20,6,200,0,0,0,2,3,0,159,0.707737005,-0.091865236,-0.024378366,54.31162,9.98116,NA,NA,2.76,0.9,3.66,64.1,23.4,11.2,13.98,NA,5.72,57200,0.101,1010,616.3,55,7.56,1.3,0.75,0.4,244.926,42.652,29.0995789,5.719068069,0.348723958,7500,1.532692094,1.515512484,0.110350982
Arable,Germany,GE16,2,2,2,0.673011667,1.923076923,0.970950594,4,2,30,7,201,0,0,0,1,3,0,160,0.745971871,-0.063719861,-0.029750278,54.312154,9.979049,NA,NA,2.45,1.27,3.72,50.92,26.3,20.8,13,NA,10.59,105900,0.114,1140,597.18,44.55,6.9,1.98,1.15,0.2,314.047,51.563,15.55582978,10.58560343,0.412578125,11500,1.566986951,1.547311508,0.108910891
Arable,Germany,GE19,10,10.33333333,11.47788762,2.071387056,6.368421053,0.899591968,4,2,20,7,147,1,112,64,2,3,0,161,0.713656518,-0.035966447,-0.016503648,54.31663,9.998858,NA,NA,3.26,2.89,6.15,63.54,16.3,18.1,13.17,NA,3.22,32200,0.12,1200,703.5,58.76,7.23,2.06,1.19,0.2,283.58,49.263,33.731889,3.217539355,0.302890625,11900,1.567863824,1.512768523,0.130997475
Arable,Germany,GE22,12,13,14.24777668,1.664320546,3.113105925,0.669771859,4,2,20,7,187,0,0,0,1,3,0,162,0.640123122,-0.040532424,-0.009019905,54.313605,9.997345,NA,NA,3.89,3.7,7.59,65.71,17.7,14.5,12.13,NA,8.62,86200,0.116,1160,751.91,49.09,7.12,2.09,1.21,0.2,319.015,55.054,28.79573917,8.61861884,0.374661458,12100,1.47113981,1.373717292,0.097360302
Arable,Germany,GE25,2,2,3.111111111,0.562335145,1.6,0.811278124,4,2,20,7,147,1,112,64,2,3,0,163,0.713656518,-0.078510744,0.006998795,54.318436,9.990228,NA,NA,2.57,2,4.57,55.62,21.6,20.6,13.6,NA,7.91,79100,0.126,1260,568.52,29.51,7.19,2.18,1.26,0.2,292.317,51.345,17.46344418,7.911304598,0.311953125,12600,1.536072383,1.494618297,0.144741802
Arable,Germany,GE28,14,16,19.79971095,0.847626661,1.582983314,0.321185391,4,2,30,7,117,1,112,64,2,3,0,164,0.795827215,-0.066945129,0.001547393,54.315818,9.986797,NA,NA,3.17,2.79,5.96,58.03,23,17.1,12.71,NA,8.08,80800,0.11,1100,610.08,35.34,7.43,1.87,1.09,0.3,290.151,54.008,18.05611166,8.083406952,0.349348958,10900,1.434239816,1.406028608,0.133707494
Arable,Germany,GE31,10,10,10.58237037,2.034667574,6.587144623,0.8836449,4,2,30,5,240,0,0,0,2,3,0,165,0.82757733,-0.027594661,-0.032336693,54.312005,9.976471,NA,NA,2.47,2.97,5.44,52.38,27.4,18.8,12.43,NA,4.51,45100,0.099,990,621.16,37.47,7.01,1.42,0.82,0.2,208.744,31.69,23.92711937,4.514003407,0.266640625,8200,1.528238986,1.465546707,0.089188322
Arable,Germany,GE34,5,6,7.355555556,0.5812893,1.357711803,0.361175349,4,2,30,5,240,0,0,0,2,3,0,166,0.82757733,-0.060831253,-0.009359511,54.312008,9.976011,NA,NA,1.77,1.67,3.44,49.93,30.8,17.7,12.23,NA,2.68,26800,0.106,1060,660.73,41.53,7.05,1.57,0.91,0.4,200.702,34.426,27.38815159,2.683658787,0.2590625,9100,1.542880803,1.512599853,0.100719424
Arable,Germany,GE37,5,5,5,1.537932763,4.392156863,0.955571353,4,2,30,5,240,0,0,0,2,3,0,167,0.82757733,-0.051489693,-0.041764664,54.312146,9.975575,NA,NA,2.93,2.64,5.57,57.27,26,15,10.39,NA,0.05,500,0.114,1140,652.18,43.21,7.13,1.73,1,0.1,203.574,29.03,27.77758269,0.04760726,0.243125,10000,1.553500474,1.544594309,0.099727706
Arable,Germany,GE40,11,18,25.33790097,2.154783153,6.666666667,0.898614371,3,2,30,5,220,0,0,0,2,3,0,NA,NA,-0.045964871,-0.054287307,54.3127,9.998685,NA,NA,2.92,2.48,5.4,59.4,19.1,19.3,11.61,NA,7.45,74500,0.115,1150,587.01,32.85,6.89,2.2,1.27,0.3,207.2,35.326,16.49702945,7.44716781,0.228203125,12700,1.507584864,1.485831229,0.107541899
Arable,Germany,GE58,8,8,8.555555556,1.658886002,4.251572327,0.797755536,3,2,25,2,140,1,128.8,80,1,2,0,174,0.620536474,-0.027209853,-0.013936857,53.350577,13.743945,NA,NA,3.56,2.16,5.72,63.93,22.3,12.2,8.63,NA,9.85,98500,0.104,1040,347.37,10.31,7.16,1.57,0.91,0.4,282.85,43.61,4.516313415,9.85382221,0.351354167,9100,1.582547545,1.544819663,0.078351712
Arable,Germany,GE61,29,29.375,29.99517512,2.796643943,10.66518601,0.83053111,3,2,20,2,140,1,145.6,90,1,2,0,175,0.576760437,0.049835229,0.012330238,53.364539,13.721519,NA,NA,3.51,2.33,5.84,64.48,20.7,13.1,7.9,NA,6.83,68300,0.105,1050,459.26,48.6,6.93,1.72,0.99,0.3,270.48,41.5,30.94565332,6.830330748,0.419869792,9900,1.477813487,1.477813487,0.066046733
Arable,Germany,GE64,18,18.5,19.70074316,1.921670032,3.326771654,0.664852203,3,2,25,2,120,1,145.6,90,1,2,0,176,0.615155098,-0.039066965,-0.023220684,53.336125,13.645535,NA,NA,2.57,1.43,4,59.23,21.3,18.1,9.29,NA,7.28,72800,0.084,840,575.59,42.61,7.41,1.37,0.8,0.4,294.83,47.38,25.92698961,7.280264649,0.378411458,8000,1.562154328,1.562154328,0.084009994
Arable,Germany,GE67,7,10,10.52995868,1.583203304,4.186544343,0.813605554,4,2,25,3,220,0,0,0,1,2,0,177,0.620536474,-0.019514406,0.009627871,53.323387,13.778924,NA,NA,3.34,1.21,4.55,61.26,20.6,13.4,9.95,NA,9.38,93800,0.103,1030,469.65,8.4,7.92,4.74,2.75,1.7,363.99,54.91,2.372432711,9.383706753,0.418932292,27500,1.484955582,1.484955582,0.073946958
Arable,Germany,GE70,18,18,18,2.331981421,6.934931507,0.806810202,4,2,25,2,140,1,128.8,80,1,2,0,178,0.620536474,-0.051655488,0.001570486,53.343158,13.79236,NA,NA,2.96,1.92,4.88,65.99,19.9,12.6,8.88,NA,10.02,100200,0.104,1040,527.21,14.02,7.94,1.51,0.87,4.5,387.45,67.59,3.463845604,10.01926376,0.479348958,8700,1.479459311,1.474578044,0.08542024
Arable,Germany,GE73,11,14.33333333,16.85744017,2.056665401,6.352941176,0.857696091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,NA,-0.019276733,-0.023707868,53.372768,13.800448,NA,NA,2.8,2.38,5.18,64.81,23.2,10.8,6.91,NA,1.79,17900,0.076,760,421.92,31.79,7.39,1.19,0.69,0.2,246.69,37.49,27.09198691,1.792372304,0.287682292,6900,1.487813962,1.483833414,0.055125149
Arable,Germany,GE76,6,6,6.451555556,0.444109103,1.243832678,0.24786201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,-0.019992628,-0.038424282,53.32177,13.793753,NA,NA,2.76,0.94,3.7,59.86,22.3,15.9,12.26,NA,11.23,112300,0.132,1320,579.73,44.78,7.42,1.94,1.13,0.2,405.1,52.29,30.72346519,11.22793264,0.378333333,11300,1.330787738,1.312134238,0.081261371
Arable,Germany,GE79,36,36.16666667,36.72303394,3.086036517,15.22859589,0.861174887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,NA,0.007662862,-0.0636487,53.373274,13.801252,NA,NA,2.64,1.65,4.29,66.77,15.5,16.9,6.42,NA,5.56,55600,0.064,640,423.92,36.02,6.86,0.83,0.48,0.1,221.96,38.24,17.45553315,5.558753298,0.337786458,4800,1.124741664,1.124741664,0.052336449
Arable,Germany,GE82,2,2,3,0.636514168,1.8,0.918295834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,NA,-9.67E-06,-0.052211205,53.372947,13.80056,NA,NA,2.66,1.97,4.63,67.38,14.3,17.5,5.59,NA,7.23,72300,0.063,630,382.92,23.42,6.91,0.82,0.48,0.1,174.97,31.66,14.32888182,7.228472715,0.2434375,4800,1.468145482,1.455789912,0.070655633
